gene,selection_intensity,ci_low_95,ci_high_95
TARS2,1150.25674698476,191.26397666385,3551.8080000329
CELF3,797.651682303944,132.6331041095,2463.01847604023
TCHH,574.960919753058,95.6042018140194,1775.38535125599
RPTN,843.434387744163,140.245808462501,2604.38872685613
HRNR,666.450058304016,110.816962772834,2057.88982737074
FLG,218.278860628284,54.2833115646794,566.020455225432
LCE3E,89.3210492281649,14.852254809186,275.808927712498
LCE2C,167.125484748299,27.7895192898969,516.055933382192
SPRR1A,157.88818058072,26.2535567065687,487.532999055082
SPRR3,475.32060655148,118.206604442737,1232.55372280234
SPRR1B,2085.95024371618,346.850701060481,6441.07331120353
LELP1,124.573107737707,20.7139483124382,384.661729555755
PGLYRP4,393.151384880461,65.3729987930381,1213.98794755063
JTB,3404.82413990723,566.152254181955,10513.542544497
AQP10,797.845312662781,132.665282420776,2463.61725395826
ASH1L,861.136426251476,143.189312250344,2659.0489190896
MSTO1,2145.61953128589,356.772511551651,6625.31978567198
RIT1,291.173633847943,72.4113546445535,755.043119193971
RAB25,1907.88523137719,317.242029251817,5891.24205016317
RHBG,200.565496991628,33.3498286833822,619.318048087563
GPATCH4,3190.72476525942,530.551949905227,9852.43737368292
NES,511.083481344414,84.9826833202583,1578.14223396675
SH2D2A,1189.70594198673,197.82358612168,3673.61738673843
NTRK1,227.752225926222,37.8705147152483,703.262023696446
ARHGEF11,358.400537323098,59.5946492448471,1106.68267285675
FCRL2,141.102655155982,23.4624914783126,435.702246917885
CD5L,58.8794646194516,9.79044467522283,181.810247942519
KIRREL,207.674740799567,34.5320412719245,641.265982599428
CD1D,194.595685824015,32.3572646177418,600.8799464478
CD1A,2404.06515611349,399.746546076961,7423.36565252617
